listing_id,date
6554311,2015-07-30
4597912,2015-07-17
7728928,2015-08-16
7728928,2015-08-17
7728928,2015-08-24
7728928,2015-09-02
7728928,2015-09-09
7728928,2015-09-20
7728928,2015-09-28
3865514,2015-06-14
3865514,2015-07-20
3865514,2015-08-03
5915025,2015-05-04
5915025,2015-05-08
5915025,2015-05-12
5915025,2015-05-25
5915025,2015-08-04
7337497,2015-08-25
7337497,2015-09-03
7337497,2015-09-06
7337497,2015-09-24
7337497,2015-09-28
7637380,2015-08-03
7637380,2015-08-12
4727764,2015-02-22
4727764,2015-04-27
4727764,2015-08-03
7492507,2015-08-01
5452193,2015-03-01
5452193,2015-03-09
5452193,2015-03-15
5452193,2015-03-26
5452193,2015-03-29
5452193,2015-04-05
5452193,2015-04-08
5452193,2015-04-14
5452193,2015-04-23
5452193,2015-04-26
5452193,2015-04-29
5452193,2015-05-03
5452193,2015-05-10
5452193,2015-07-12
5452193,2015-07-16
5452193,2015-07-22
5452193,2015-08-07
5452193,2015-08-12
5452193,2015-08-21
5452193,2015-08-28
5452193,2015-08-30
5452193,2015-09-06
5452193,2015-09-09
5452193,2015-09-13
5452193,2015-09-18
5452193,2015-09-27
1778751,2014-08-01
1778751,2014-09-07
1778751,2014-09-30
1778751,2014-11-15
5386705,2015-05-04
5386705,2015-05-26
5386705,2015-06-18
5386705,2015-07-08
